year,month,Project Name,Street Name,Developer,Property Type,Locality,Total Number of Units in Project,Cumulative Units Launched to-date,Cumulative Units Sold to-date,Cumulative Units Launched but Unsold,Units Launched in the Month,Units Sold in the Month,Median Price($psm) # in the Month Number Sold By Price Range,Lowest Price ($psm) # in the Month,Highest Price ($psm) # in the Month
2007,06,PRISTINE HEIGHTS,MERGUI ROAD,Fragrance Properties Pte Ltd,Non-Landed,RCR,60,60,52,8,0,37,"10,559","7,879","12,669"
2007,06,QUINTERRA,HOLLAND ROAD,Pacific Rover Pte Ltd,Non-Landed,CCR,55,55,55,0,0,0,-,-,-
2007,06,R66 APARTMENTS,RANGOON ROAD,Fong Tat Holding Co Pte Ltd,Non-Landed,RCR,34,34,34,0,0,0,-,-,-
2007,06,RADIANCE @ BUKIT TIMAH,YUK TONG AVENUE,Bukit Timah View Property Pte Ltd,Strata-Landed,RCR,17,0,0,0,0,0,-,-,-
2007,06,REFLECTIONS AT KEPPEL BAY,KEPPEL BAY VIEW,Keppel Bay Pte Ltd,Non-Landed,RCR,1129,493,431,62,0,35,"19,192","14,704","27,588"
2007,06,REGENCY SUITES,KIM TIAN ROAD,Regency One Development Pte Ltd,Non-Landed,RCR,84,84,84,0,0,0,-,-,-
2007,06,RESIDENCES @ EVELYN,EVELYN ROAD,City Developments Ltd,Non-Landed,CCR,208,208,208,0,0,0,-,-,-
2007,06,RESIDENCES @ JANSEN,JANSEN ROAD,Ascender Investment Pte Ltd,Non-Landed,OCR,18,18,18,0,0,0,-,-,-
2007,06,RESIDENCES @ SOMME,PETAIN ROAD,Splott Pte Ltd,Non-Landed,RCR,28,28,8,20,28,8,"8,999","6,867","11,711"
2007,06,RESIDENTIAL APARTMENTS,GEYLANG ROAD,Lee Weng Lee Pte Ltd,Non-Landed,RCR,4,0,0,0,0,0,-,-,-
2007,06,RESIDENTIAL APARTMENTS,LORONG 41 GEYLANG,Cyberhub Capital Pte Ltd,Non-Landed,RCR,44,44,1,43,0,0,-,-,-
2007,06,RHAPSODY ON MOUNT ELIZABETH,MOUNT ELIZABETH,Cairnhill Development Pte Ltd,Non-Landed,CCR,32,32,32,0,0,0,-,-,-
2007,06,RIA TOWNHOUSES,BEDOK RIA CRESCENT,Ho Lee Investments Pte Ltd,Strata-Landed,OCR,5,5,5,0,0,0,-,-,-
2007,06,RIVAGE,MARGATE ROAD,Aurum Land Pte Ltd,Non-Landed,RCR,17,0,0,0,0,0,-,-,-
2007,06,RIVEREDGE,KAMPONG KAYU ROAD,Riveredge Development Pte Ltd,Non-Landed,RCR,135,135,135,0,0,0,-,-,-
2007,06,RIVERGATE,MARTIN ROAD,Riverwalk Promenade Pte Ltd,Non-Landed,CCR,545,545,544,1,0,2,"18,880","18,342","19,418"
2007,06,RIVERIA GARDENS,RIVER VALLEY GROVE,I.Contemporary Living Pte Ltd,Non-Landed,CCR,49,0,0,0,0,0,-,-,-
2007,06,RIVERSIDE 48,ROBERTSON QUAY,Tuan Huat Development Pte Ltd,Non-Landed,CCR,70,70,59,11,0,0,-,-,-
2007,06,RIVIERA RESIDENCES,RIVIERA DRIVE,Riviera Properties Pte Ltd,Non-Landed,OCR,138,138,138,0,0,0,-,-,-
2007,06,ROBERTSON BLUE,ROBERTSON QUAY,HPL Investments (1990) Pte Ltd,Non-Landed,CCR,36,36,36,0,0,0,-,-,-
2007,06,ROBERTSON EDGE,TONG WATT ROAD,CSA Venture Pte Ltd,Non-Landed,CCR,70,70,70,0,0,0,-,-,-
2007,06,ROSYTH RESIDENCE,ROSYTH ROAD,Alphaland International Pte Ltd,Non-Landed,OCR,16,16,15,1,0,1,"6,986","6,986","6,986"
2007,06,SCOTTS HIGHPARK,SCOTTS ROAD,Leonie Court Pte Ltd,Non-Landed,CCR,73,73,73,0,0,0,-,-,-
2007,06,SCOTTS SQUARE,SCOTTS ROAD,Wheelock Properties (Singapore) Ltd,Non-Landed,CCR,338,0,0,0,0,0,-,-,-
2007,06,SHANGHAI ONE,SHANGHAI ROAD,CES-Shanghai Pte Ltd,Non-Landed,CCR,52,52,52,0,0,0,-,-,-
2007,06,SIMS DORADO,LORONG 39 GEYLANG,Bravo Building Construction Pte Ltd,Non-Landed,RCR,35,35,35,0,0,12,"6,060","5,920","6,254"
2007,06,SKY@ELEVEN,THOMSON LANE,Times Development Pte Ltd,Non-Landed,CCR,273,273,273,0,0,0,-,-,-
2007,06,SKYPARK,ST THOMAS WALK,TG (2003) Pte Ltd,Non-Landed,CCR,56,56,38,18,0,2,"25,295","25,285","25,295"
2007,06,SOHO 188,RACE COURSE ROAD,Macly Assets Pte Ltd,Non-Landed,RCR,49,49,49,0,0,0,-,-,-
2007,06,SOMMERVILLE REGENCY,LORONG SELANGAT,Wah Khiaw Developments Pte Ltd,Strata-Landed,OCR,15,15,14,1,0,0,-,-,-
2007,06,SOUTHBANK,NORTH BRIDGE ROAD,Kings & Queens Development Pte Ltd,Non-Landed,RCR,197,197,197,0,0,0,-,-,-
2007,06,ST PATRICK'S LOFT,ST. PATRICK'S ROAD,Roxy Homes Pte Ltd,Non-Landed,OCR,37,37,37,0,0,0,-,-,-
2007,06,ST REGIS RESIDENCES SINGAPORE,TANGLIN ROAD/TOMLINSON ROAD/CUSCADEN ROAD,Richmond Hotel Pte Ltd,Non-Landed,CCR,173,173,158,15,0,4,"39,967","38,449","42,938"
2007,06,ST THOMAS SUITES,ST THOMAS WALK,FCL Tower Pte Ltd,Non-Landed,CCR,176,176,176,0,0,0,-,-,-
2007,06,SUFFOLK PREMIER,KENG LEE ROAD/SUFFOLK ROAD,Springlife Development Pte Ltd,Non-Landed,CCR,41,41,30,11,0,0,-,-,-
2007,06,SUITES @ CAIRNHILL,ANTHONY ROAD,Hoi Hup Realty Pte Ltd,Non-Landed,CCR,48,48,48,0,0,0,-,-,-
2007,06,SUITES @ SURREY,SURREY ROAD,Springlife Land Pte Ltd,Non-Landed,CCR,20,20,20,0,0,0,-,-,-
2007,06,SUMMIT VILLE,JALAN DERMAWAN,ACT-Nobel Homes Pte Ltd,Strata-Landed,OCR,10,10,9,1,0,0,-,-,-
2007,06,SUN CREST,ST MICHAEL'S ROAD,Came Enterprises Pte Ltd,Non-Landed,RCR,83,0,0,0,0,0,-,-,-
2007,06,SUNCOTTAGES,CASHEW CRESCENT,Lucky Realty Co Pte Ltd,Strata-Landed,OCR,23,0,0,0,0,0,-,-,-
2007,06,SUNSHINE GRANDEUR,LORONG K TELOK KURAU,Fragrance Land Pte Ltd,Non-Landed,OCR,18,18,18,0,0,0,-,-,-
2007,06,SUNSHINE REGENCY,RAMBAI ROAD,Fragrance Homes Pte Ltd,Non-Landed,RCR,33,33,33,0,0,0,-,-,-
2007,06,TANGERINE GROVE,PAYA LEBAR CRESCENT,FCL Ventures Pte Ltd,Non-Landed,OCR,125,125,125,0,0,1,"6,577","6,577","6,577"
2007,06,TANQUEELAN SUITES,TAN QUEE LAN STREET,Dawnatron Pte Ltd,Non-Landed,CCR,20,20,17,3,0,0,-,-,-
2007,06,TERESA 8,BUKIT TERESA CLOSE,Aston Holdings Pte Ltd,Strata-Landed,RCR,11,11,11,0,0,0,-,-,-
2007,06,TESSA LODGE,MOUNTBATTEN ROAD,Ohayo International Pte Ltd,Non-Landed,RCR,13,13,13,0,0,0,-,-,-
2007,06,THE ACACIAS,SOMMERVILLE ROAD,Acacias Development Pte Ltd,Non-Landed,OCR,65,65,61,4,0,5,"8,288","7,901","8,611"
2007,06,THE AMARELLE,LIM AH WOO ROAD,Ecco Properties Pte Ltd,Non-Landed,RCR,60,0,0,0,0,0,-,-,-
2007,06,THE AMBIENCE,PONGGOL SEVENTEENTH AVENUE,DB2 Development Pte Ltd,Strata-Landed,OCR,11,0,0,0,0,0,-,-,-
2007,06,THE ARC AT DRAYCOTT,DRAYCOTT DRIVE,BS Draycott Pte Ltd,Non-Landed,CCR,58,58,55,3,0,0,-,-,-
2007,06,THE ARIZON,GEYLANG ROAD,Ranesis Development Pte Ltd,Non-Landed,RCR,12,12,6,6,0,5,"5,274","5,274","5,382"
2007,06,THE AXIS,MANDALAY ROAD,Novelty Asia Pte Ltd,Non-Landed,CCR,52,52,52,0,0,0,-,-,-
2007,06,THE AZURE,OCEAN DRIVE (SENTOSA COVE),FCL View Pte Ltd,Non-Landed,CCR,116,116,116,0,0,0,-,-,-
2007,06,THE BALE,LORONG H TELOK KURAU,Hoi Hup J.V. Development Pte Ltd,Non-Landed,OCR,36,36,36,0,0,0,-,-,-
2007,06,THE BEACON,CANTONMENT ROAD,Cantonment Realty Pte Ltd,Non-Landed,RCR,124,124,124,0,0,0,-,-,-
2007,06,THE BEACON EDGE,TEMBELING ROAD,Heritage Realty Pte Ltd,Non-Landed,RCR,32,0,0,0,0,0,-,-,-
2007,06,THE BELVEDERE,MEYER ROAD,Sherwood Development Pte Ltd,Non-Landed,RCR,167,167,167,0,0,0,-,-,-
2007,06,THE CALROSE,YIO CHU KANG ROAD,Best Peak Pte Ltd,Non-Landed,OCR,421,421,421,0,0,0,-,-,-
2007,06,THE CASCADIA,BUKIT TIMAH ROAD,Boonridge Pte Ltd,Non-Landed,RCR,536,0,0,0,0,0,-,-,-
2007,06,THE CENTRIO,IRRAWADDY ROAD,SB (Raintree) Development Pte Ltd,Non-Landed,RCR,53,53,52,1,0,2,"12,971","12,475","13,455"
2007,06,THE CENTRIS,JURONG WEST CENTRAL 3 & JURONG WEST STREET 64,Prime Point Realty Development Pte Ltd,Non-Landed,OCR,610,610,610,0,0,0,-,-,-
2007,06,THE CHUAN,LORONG CHUAN,Peak Residence Development Pte Ltd,Non-Landed,OCR,106,106,106,0,0,0,-,-,-
2007,06,THE CITRINE,JALAN DATOH,Tiong Aik Investments Pte Ltd,Non-Landed,RCR,54,54,51,3,0,0,-,-,-
2007,06,THE CLIFT,MCCALLUM STREET,Natwest Development Pte Ltd,Non-Landed,CCR,312,252,209,43,0,13,"22,314","20,247","22,830"
2007,06,THE COAST AT SENTOSA COVE,OCEAN DRIVE (SENTOSA COVE),Ho Bee Cove Pte Ltd,Non-Landed,CCR,249,249,249,0,0,0,-,-,-
2007,06,THE COSMOPOLITAN,RIVER VALLEY ROAD/KIM SENG ROAD,Belgravia Properties Pte Ltd,Non-Landed,CCR,228,228,228,0,0,0,-,-,-
2007,06,THE ELEMENT @ STEVENS,STEVENS ROAD,Heeton Land Pte Ltd,Non-Landed,CCR,17,17,10,7,8,1,"16,275","16,275","16,275"
2007,06,THE ESPIRA,LORONG L TELOK KURAU,World Class Land Pte Ltd,Non-Landed,OCR,40,18,18,0,18,18,"8,826","7,459","10,366"
2007,06,THE ESTA,AMBER GARDENS,Richdeal Pte Ltd,Non-Landed,RCR,400,400,400,0,0,0,-,-,-
2007,06,THE ESTIVA,PASIR PANJANG ROAD,Wong Swee Chun Contractor Pte Ltd,Non-Landed,RCR,33,33,33,0,0,0,-,-,-
2007,06,THE FERNHILL,FERNHILL ROAD/STEVENS ROAD/ORANGE GROVE ROAD,Superport Pte Ltd,Non-Landed,CCR,25,25,25,0,0,0,-,-,-
2007,06,THE FOLIAGE,PASIR PANJANG ROAD,Hoi Hup J. V. Development Pte Ltd,Non-Landed,RCR,88,88,88,0,0,0,-,-,-
2007,06,THE FORD @ HOLLAND,FORD AVENUE,Hoi Hup Realty Pte Ltd,Strata-Landed / Non-Landed,CCR,85,85,85,0,0,0,-,-,-
2007,06,THE GRANGE,GRANGE GARDEN,Grange Development Pte Ltd,Non-Landed,CCR,95,95,95,0,0,0,-,-,-
2007,06,THE GREENWOOD (PHASE 4),GREENWOOD AVENUE,Golden Development Pte Ltd,Landed,CCR,80,37,37,0,0,0,-,-,-
2007,06,THE GREENWOOD (PHASE 5),GREENWOOD AVENUE,Golden Development Pte Ltd & Astoria Park Pte Ltd,Strata-Landed,CCR,54,0,0,0,0,0,-,-,-
2007,06,THE INFINITI,WEST COAST PARK,FCL Court Pte Ltd,Non-Landed,OCR,315,315,315,0,0,38,"6,943","6,426","7,373"
2007,06,THE INSPIRA,ARNASALAM CHETTY ROAD/NARAYANAN CHETTY ROAD,Meadows Bright Development Pte Ltd,Non-Landed,CCR,120,120,117,3,0,0,-,-,-
2007,06,THE LAKESHORE,BOON LAY WAY,Lakeshore Pte Ltd,Non-Landed,OCR,848,848,530,318,274,17,"7,868","7,675","8,267"
2007,06,THE LINEAR,UPPER BUKIT TIMAH ROAD,Creative Investments Pte Ltd,Non-Landed,OCR,221,221,138,83,0,28,"6,157","5,350","6,803"
2007,06,THE MARQ ON PATERSON HILL,PATERSON HILL,Grandon Pte Ltd,Non-Landed,CCR,66,22,22,0,22,22,"43,530","38,793","54,896"
2007,06,THE MARQUE @ IRRAWADDY,IRRAWADDY ROAD,Roxy Homes Pte Ltd,Non-Landed,RCR,48,48,45,3,48,45,"11,259","10,603","12,949"
2007,06,THE MAYLEA,PASIR PANJANG ROAD,Hoi Hup J. V. Development Pte Ltd,Non-Landed,RCR,88,88,88,0,0,0,-,-,-
2007,06,THE MEDLEY,LORONG G TELOK KURAU,Roxy Homes Pte Ltd,Non-Landed,OCR,37,37,37,0,37,37,"8,783","7,007","9,375"
2007,06,THE MERLOT,KENG LEE ROAD,Fragrance Properties Pte Ltd,Non-Landed,RCR,42,42,42,0,0,0,-,-,-
2007,06,THE METROPOLITAN CONDOMINIUM,ALEXANDRA ROAD/TIONG BAHRU ROAD,Tanglin Residential Pte Ltd,Non-Landed,RCR,382,382,382,0,0,0,-,-,-
2007,06,THE MIDAS,LORONG 30 GEYLANG,Sustained Development Pte Ltd,Non-Landed,RCR,28,28,26,2,0,0,-,-,-
2007,06,THE MINT RESIDENCES,JOO CHIAT TERRACE,Oaktree Properties Pte Ltd,Non-Landed,RCR,24,24,23,1,0,1,"7,459","7,459","7,459"
2007,06,THE MONTAGE,LORONG M TELOK KURAU,Roxy Homes Pte Ltd,Non-Landed,OCR,33,33,32,1,0,0,-,-,-
2007,06,THE NCLAVE,LORONG N TELOK KURAU,Roxy Homes Pte Ltd,Non-Landed,OCR,30,30,30,0,0,0,-,-,-
2007,06,THE OCEANFRONT @ SENTOSA COVE,OCEAN DRIVE (SENTOSA COVE),TC Development Pte Ltd,Non-Landed,CCR,264,264,264,0,0,0,-,-,-
2007,06,THE ORCHARD RESIDENCES,ORCHARD BOULEVARD,Orchard Turn Residential Development Pte Ltd/Orchard Turn Retail Investment Pte Ltd,Non-Landed,CCR,175,119,119,0,10,10,"36,522","28,202","53,820"
2007,06,THE PARC CONDOMINIUM,WEST COAST WALK,CES-West Coast Pte Ltd,Non-Landed,OCR,659,0,0,0,0,0,-,-,-
2007,06,THE PEAK@BALMEG,BALMEG HILL,Maxgrowth Pte Ltd,Non-Landed,RCR,180,0,0,0,0,0,-,-,-
2007,06,THE QUARTZ,COMPASSVALE BOW,Winterhall Pte Ltd,Non-Landed,OCR,625,320,285,35,0,0,-,-,-
2007,06,THE QUINTET,CHOA CHU KANG STREET 64,FCL Choa Chu Kang Pte Ltd,Non-Landed,OCR,459,459,452,7,0,9,"3,703","3,412","4,887"
2007,06,THE RAINTREE,HINDHEDE ROAD,FCL Place Pte Ltd,Non-Landed,OCR,315,315,315,0,0,1,"5,264","5,264","5,264"
2007,06,THE REGENCY AT TIONG BAHRU,CHAY YAN STREET,United Regency Pte Ltd,Non-Landed,RCR,158,158,158,0,0,0,-,-,-
2007,06,THE RIVERINE BY THE PARK,KALLANG ROAD,Wintree Investment Pte Ltd,Non-Landed,RCR,96,95,95,0,12,12,"16,910","15,543","21,431"
2007,06,THE ROCHESTER,NORTH BUONA VISTA ROAD/ ROCHESTER PARK,UE One-North Developments Pte Ltd,Non-Landed,RCR,366,0,0,0,0,0,-,-,-
2007,06,THE SAIL @ MARINA BAY,MARINA BOULEVARD,Glengary Pte Ltd,Non-Landed,CCR,1111,1111,1111,0,0,0,-,-,-
2007,06,THE SEA VIEW,AMBER ROAD/AMBER CLOSE/MARINE PARADE ROAD,Mer Vue Developments Pte Ltd,Non-Landed,RCR,546,546,546,0,0,0,-,-,-
2007,06,THE SEAFRONT ON MEYER,MEYER ROAD,CRL Realty Pte Ltd,Non-Landed,RCR,327,327,202,125,0,19,"16,566","15,199","21,345"
2007,06,THE SENSORIA,JALAN ULU SEMBAWANG,Anchor Developments Pte Ltd,Non-Landed,OCR,73,73,73,0,0,2,"6,824","6,803","6,835"
2007,06,THE SILVA GARDENS,DA SILVA LANE,Deneside Pte Ltd,Landed,OCR,5,5,3,2,0,1,"5,038","5,038","5,038"
2007,06,THE SILVER SPURZ,BRIGHTON AVENUE,Goodland Development Pte Ltd,Strata-Landed,OCR,7,7,7,0,0,0,-,-,-
2007,06,THE SIXTH AVENUE RESIDENCES,SIXTH AVENUE,Avenue Park Development Pte Ltd,Non-Landed,CCR,175,175,175,0,0,0,-,-,-
2007,06,THE SOLITAIRE,BALMORAL PARK/STEVENS ROAD,City Developments Ltd,Non-Landed,CCR,59,59,59,0,0,0,-,-,-
2007,06,THE SPRINGSIDE,JALAN ULU SELETAR/SEMBAWANG ROAD,Kallang Development Pte Ltd,Landed,OCR,147,99,95,4,0,1,"8,461","8,461","8,461"
2007,06,THE STELLAR,WEST COAST ROAD,First Bedok Land Pte Ltd,Non-Landed,OCR,162,162,162,0,0,1,"8,138","8,138","8,138"
2007,06,THE SUITES AT CENTRAL,DEVONSHIRE ROAD,Devonshire Development Pte Ltd,Non-Landed,CCR,157,157,157,0,28,51,"19,440","19,429","19,451"
2007,06,THE TATE RESIDENCES,DRAYCOTT DRIVE/CLAYMORE ROAD,Hong Leong Holdings Ltd,Non-Landed,CCR,85,85,83,2,0,0,-,-,-
2007,06,THE TREELINE,LORONG G TELOK KURAU,Roxy Homes Pte Ltd,Non-Landed,OCR,34,34,34,0,0,0,-,-,-
2007,06,THE TRESOR,DUCHESS ROAD,Keppel Land Realty Pte Ltd,Non-Landed,CCR,62,28,28,0,0,0,-,-,-
2007,06,THE TRILLIUM,KIM SENG ROAD,Lippo Land Corporation,Non-Landed,CCR,231,231,229,2,0,4,"19,827","17,265","23,681"
2007,06,THE VERMONT ON CAIRNHILL,CAIRNHILL RISE,Bukit Sembawang View Pte Ltd,Non-Landed,CCR,123,0,0,0,0,0,-,-,-
2007,06,THE VESTA,LORONG K TELOK KURAU,Tiong Aik Investments Pte Ltd,Non-Landed,OCR,20,20,19,1,0,0,-,-,-
2007,06,THE VIEW @ MEYER,MEYER ROAD,First Meyer Development Pte Ltd,Non-Landed,RCR,45,45,38,7,0,0,-,-,-
2007,06,THE VILLAS @ SENTOSA COVE,OCEAN DRIVE (SENTOSA COVE),Chiselhurst Green Pte Ltd,Landed,CCR,8,8,8,0,0,0,-,-,-
2007,06,THOMSON V ONE,SIN MING ROAD,Macly Assets Pte Ltd,Non-Landed,RCR,21,21,21,0,0,0,-,-,-
2007,06,THOMSON V TWO,JALAN TODAK,Macly Assets Pte Ltd,Non-Landed,RCR,74,74,74,0,0,0,-,-,-
2007,06,TIERRA VUE,ST. PATRICK'S ROAD,MCL Land (Properties) Pte Ltd,Non-Landed,OCR,129,129,129,0,0,0,-,-,-
2007,06,TRIBECA,KIM SENG ROAD,Guan Realty Pte Ltd,Non-Landed,CCR,175,175,174,1,0,13,"18,030","17,330","21,248"
2007,06,TYRWHITT 139,TYRWHITT ROAD,Oxley Capital Pte Ltd,Non-Landed,RCR,48,48,48,0,0,0,-,-,-
2007,06,URBAN EDGE @ HOLLAND V,FORD AVENUE,WM Development Pte Ltd,Non-Landed,CCR,31,31,31,0,0,0,-,-,-
2007,06,URBANA,RIVER VALLEY ROAD,Sherwood Development Pte Ltd,Non-Landed,CCR,126,126,126,0,0,0,-,-,-
2007,06,VANADIUM,HERTFORD ROAD,Novelty Brothers Pte Ltd,Non-Landed,RCR,35,35,33,2,0,0,-,-,-
2007,06,VARSITY PARK CONDOMINIUM,WEST COAST ROAD/CLEMENTI ROAD,Clementi Complex Pte Ltd,Non-Landed,OCR,530,530,530,0,0,0,-,-,-
2007,06,VENTUNO BALMORAL,BALMORAL ROAD,CES-Balmoral Pte Ltd,Non-Landed,CCR,35,35,35,0,0,0,-,-,-
2007,06,VERDURE,HOLLAND ROAD,Bukit Sembawang View Pte Ltd,Strata-Landed / Non-Landed,CCR,75,0,0,0,0,0,-,-,-
2007,06,VERSILIA ON HAIG,IPOH LANE,Hoi Hup Realty Pte Ltd,Non-Landed,RCR,128,0,0,0,0,0,-,-,-
2007,06,VERTIS,AMBER GARDENS,HBO Investments Pte Ltd,Non-Landed,RCR,42,42,42,0,0,0,-,-,-
2007,06,VIDA,PECK HAY ROAD,Wan-Li Development Pte Ltd,Non-Landed,CCR,137,137,58,79,0,6,"27,061","24,316","30,968"
2007,06,VISIONCREST,OXLEY RISE,Winpeak Investments Pte Ltd,Non-Landed,CCR,265,225,196,29,45,45,"20,570","18,805","26,813"
2007,06,VITRA,TEMBELING ROAD,Novelty Investments Pte Ltd,Non-Landed,RCR,17,17,17,0,0,0,-,-,-
2007,06,VIZ AT HOLLAND,QUEENSWAY,Sim Lian (Holland) Pte Ltd,Non-Landed,CCR,165,165,162,3,0,0,-,-,-
2007,06,WATER TERRACE,LORONG AH SOO,Silverstein Pte Ltd,Strata-Landed,OCR,12,12,8,4,0,0,-,-,-
2007,06,WATERCOVE VILLE,SEMBAWANG ROAD,Sembawang Estates Pte Ltd,Strata-Landed,OCR,80,0,0,0,0,0,-,-,-
2007,06,WATERFALL GARDENS,FARRER ROAD,Acecharm Pte Ltd,Non-Landed,CCR,132,132,131,1,0,0,-,-,-
2007,06,WATERFORD RESIDENCE,KIM YAM ROAD,Hoi Hup Realty Pte Ltd,Non-Landed,CCR,118,118,118,0,0,1,"14,768","14,768","14,768"
2007,06,WATERMARK ROBERTSON QUAY,SAIBOO STREET/MARTIN ROAD/RODYK STREET,Hong Leong Holdings Ltd,Non-Landed,CCR,206,206,206,0,0,0,-,-,-
2007,06,WEST-N,PASIR PANJANG ROAD,Aurum Land Pte Ltd,Non-Landed,RCR,14,0,0,0,0,0,-,-,-
2007,06,WHITESHORES,PONGGOL SEVENTEENTH AVENUE,Golden Development Pte Ltd,Strata-Landed,OCR,14,0,0,0,0,0,-,-,-
2007,06,WILKIE STUDIO,86 WILKIE ROAD,City Developments Ltd,Non-Landed,CCR,40,0,0,0,0,0,-,-,-
2007,06,WILKINSON 8,WILKINSON ROAD,Success Century Pte Ltd,Strata-Landed,RCR,8,8,8,0,0,0,-,-,-
2007,06,WORTHINGTON,HAIG ROAD/ BUTTERWORTH LANE,Ban Kim Lee Development Pte Ltd,Non-Landed,RCR,30,30,30,0,0,3,"7,223","7,083","7,718"
2007,06,YEWTEE RESIDENCES,YEW TEE CLOSE/CHOA CHU KANG NORTH 6,Choice Homes Alpha Pte Ltd,Non-Landed,OCR,139,139,139,0,0,14,"5,813","4,876","6,329"
year,month,Project Name,Street Name,Developer,Property Type,Locality,Total Number of Units in Project,Cumulative Units Launched to-date,Cumulative Units Sold to-date,Cumulative Units Launched but Unsold,Units Launched in the Month,Units Sold in the Month,Median Price($psm) # in the Month Number Sold By Price Range,Lowest Price ($psm) # in the Month,Highest Price ($psm) # in the Month
2007,07,38 AMBER,AMBER ROAD,Ho Brothers Investment Pte Ltd,Non-Landed,RCR,30,0,0,0,0,0,-,-,-
2007,07,3@PHILLIPS,PHILLIPS AVENUE,Sovereign Development Pte Ltd,Non-Landed,OCR,16,16,16,0,0,0,-,-,-
2007,07,8 @ MOUNT SOPHIA,MOUNT SOPHIA,FCL Sophia Pte Ltd,Non-Landed,CCR,313,313,313,0,0,0,-,-,-
2007,07,8 @ STRATTON,STRATTON GREEN,Fairview Developments Pte Ltd,Strata-Landed,OCR,8,0,0,0,0,0,-,-,-
2007,07,8 NAPIER,NAPIER ROAD,Napier Properties Pte Ltd,Non-Landed,CCR,46,10,1,9,10,1,"41,775","41,775","41,775"
2007,07,AALTO,JALAN KECHIL,Hong Leong Holdings Ltd,Non-Landed,RCR,196,0,0,0,0,0,-,-,-
2007,07,AQUENE,JOO CHIAT PLACE/LORONG BANDANG,Deneside Pte Ltd,Non-Landed,OCR,22,22,17,5,22,17,"9,623","9,106","9,935"
2007,07,ARDMORE II,ARDMORE PARK/ANDERSON ROAD,Actbilt Pte Ltd,Non-Landed,CCR,118,118,118,0,0,0,-,-,-
2007,07,ASTOR,LENGKONG EMPAT,Astor Properties Pte Ltd,Non-Landed,OCR,55,55,48,7,0,0,-,-,-
2007,07,ATRIUM RESIDENCES,LORONG 28/LORONG 30 GEYLANG/GEYLANG ROAD,Novelty Singapore Pte Ltd,Non-Landed,RCR,142,142,142,0,0,0,-,-,-
2007,07,AXIS @ SIGLAP,EAST COAST TERRACE,Roxy Homes Pte Ltd,Non-Landed,OCR,40,40,40,0,0,0,-,-,-
2007,07,BALMORAL HILLS,BALMORAL PARK,Artesian Investments Pte Ltd,Non-Landed,CCR,62,62,62,0,0,0,-,-,-
2007,07,BANYAN VILLAS,LENTOR ROAD,Tai Lai Holdings Pte Ltd,Landed,OCR,64,64,48,16,0,0,-,-,-
2007,07,BAYOU RESIDENCE,UPPER PAYA LEBAR ROAD,349UP Pte Ltd,Non-Landed,OCR,29,0,0,0,0,0,-,-,-
2007,07,BEAUFORT ON NASSIM,NASSIM ROAD,Powerford Pte Ltd,Non-Landed,CCR,30,30,29,1,0,0,-,-,-
2007,07,BELLA VISTA,SOMMERVILLE ROAD,Ecco Development Pte Ltd,Non-Landed,OCR,16,0,0,0,0,0,-,-,-
2007,07,BELLE VUE RESIDENCES,OXLEY WALK,Winquest Investment Pte Ltd,Non-Landed,CCR,176,0,0,0,0,0,-,-,-
2007,07,BELLEZZA @ KATONG,CEYLON ROAD,Everspring Realty Pte Ltd,Non-Landed,RCR,24,24,24,0,0,0,-,-,-
2007,07,BLEU @ EAST COAST,UPPER EAST COAST ROAD,Sim Lian (East Coast) Pte Ltd,Non-Landed,OCR,62,62,62,0,0,0,-,-,-
2007,07,BLISS RESIDENCES,JALAN MASJID,One Two Holdings Pte Ltd,Non-Landed,OCR,23,23,18,5,23,18,"8,181","6,986","8,385"
2007,07,BLOSSOMS @ WOODLEIGH,WOODLEIGH CLOSE,Woodleigh Gardens Pte Ltd,Non-Landed,RCR,240,240,238,2,0,0,-,-,-
2007,07,BLUWATERS 2,JALAN LOYANG BESAR,Novelty Capital Pte Ltd,Non-Landed,OCR,71,71,39,32,0,26,"8,116","7,868","12,336"
2007,07,BOTANIKA,HOLLAND ROAD,Premiera Development Pte Ltd,Non-Landed,CCR,34,34,34,0,0,0,-,-,-
2007,07,BOTANNIA,WEST COAST PARK,City Developments Ltd/Leonie Court Pte Ltd,Non-Landed,OCR,493,378,347,31,28,94,"8,310","6,652","8,923"
2007,07,BOULEVARD VUE,ANGULLIA PARK,High Oak Properties Pte Ltd,Non-Landed,CCR,28,0,0,0,0,0,-,-,-
2007,07,BUCKLEY 18,BUCKLEY ROAD,Hong Realty Pte Ltd,Non-Landed,CCR,49,49,49,0,0,0,-,-,-
2007,07,BUCKLEY RESIDENCE,BUCKLEY ROAD,Buckley Development Pte Ltd,Non-Landed,CCR,13,13,7,6,0,0,-,-,-
2007,07,BUKIT VILLAS,WOODLANDS ROAD,Wan Fu Investments Pte Ltd,Landed,OCR,121,24,2,22,0,0,-,-,-
2007,07,CABANA,SUNRISE TERRACE,Bullion Holdings Pte Ltd,Strata-Landed,OCR,119,0,0,0,0,0,-,-,-
2007,07,CADENCE LIGHT,TELOK KURAU ROAD,Primelot Properties Pte Ltd,Non-Landed,OCR,16,16,16,0,0,0,-,-,-
2007,07,CAIRNHILL RESIDENCES,CAIRNHILL CIRCLE,Cairnhill Green Pte Ltd,Non-Landed,CCR,97,97,97,0,0,0,-,-,-
